'11339-1','Sassy','Spay','CANINE',1183,67,'pounds'
'5168-3','Socks','Female','CANINE',1603,57.3,'pounds'
'11342-HOP','Hope','Spay','CANINE',1001,40.5,'pounds'
'11332-1','Max','Neuter','FELINE',962,7.9,'pounds'
'9127-3','Daisy','Spay','CANINE',2102,105,'pounds'
'7887-LAY','Layla','Spay','CANINE',1143,44,'pounds'
'11348','bianka ','Spay','FELINE',1125,5.6,'pounds'
'1513-5','Max','Neuter','CANINE',1401,18.5,'pounds'
'7299-1','Baby Cakes','Female','FELINE',6137,10,'pounds'
'2765-1','KITTY','Female','FELINE',4949,10,'pounds'
'2765-2','Midnight','Spay','FELINE',4858,10.5,'pounds'
'11088-2','Queen','Spay','CANINE',3305,108,'pounds'
'7300-1','Kiki','Neuter','FELINE',4615,9.21000000000000119,'pounds'
'2832-2','Nik','Male','CANINE',5742,54,'pounds'
'2832-1','SCOTT','Male','CANINE',10490,54,'pounds'
'6424-1','PATCHES','Female','FELINE',9210,10,'pounds'
'6917-1','HOLLY','Female','CANINE',5772,65,'pounds'
'4591-1','PANDORA','Male','FELINE',7749,13.5,'pounds'
'6093-2','BOOGER','Male','FELINE',6257,14.5,'pounds'
'3880-2','Abigale','Spay','CANINE',2392,21,'pounds'
'7063-1','LITTLE GIRL','Spay','FELINE',4737,9,'pounds'
'5159-1','MARCELLA','Female','CANINE',5498,35,'pounds'
'7304-1','Dog','Spay','CANINE',4523,12,'pounds'
'6620-1','BRUTUS','Male','CANINE',6137,67,'pounds'
'7307-1','Scamper','Male','CANINE',5288,15,'pounds'
'7306-1','Tanner','Male','CANINE',4518,45,'pounds'
'6077-4','Cody','Male','CANINE',5406,75,'pounds'
'2487-1','SCRUFFY','Spay','CANINE',6045,75,'pounds'
'7290-1','Buffy','Female','CANINE',7963,75,'pounds'
'3705-2','BAYER','Male','CANINE',11281,10,'pounds'
'6541-1','TYSON','Spay','FELINE',4980,10,'pounds'
'7286-2','Daisy','Female','CANINE',4463,85,'pounds'
'7286-1','Missy','Female','CANINE',5410,85,'pounds'
'7303-1','Bear','Male','CANINE',5593,15,'pounds'
'7298-2','Taco','Female','CANINE',4676,8,'pounds'
